T2HK flux file produced from /disk2/usr5/kachulis/T2HK_Ntuples/anumode/*.root on Sun Feb 22 04:25:51 2015
E(GeV)  nu_e   nu_e_bar   nu_mu   nu_mu_bar   nu_tau   nu_tau_bar (GeV 1.0e20 POT m^2)^-1
7.435   207571   133564   5.37088e+06   3.33054e+06   0   0
7.445   206162   131997   5.78496e+06   3.50542e+06   0   0
7.455   208531   133083   6.34435e+06   3.74103e+06   0   0
7.465   217684   136294   6.69696e+06   3.89816e+06   0   0
7.475   234121   141540   6.78413e+06   3.9536e+06   0   0
7.485   257843   148823   6.60584e+06   3.90734e+06   0   0
7.495   288848   158142   6.16211e+06   3.7594e+06   0   0
7.505   324399   168958   5.51239e+06   3.53263e+06   0   0
7.515   348065   178040   5.01345e+06   3.36421e+06   0   0
7.525   357106   184849   4.72476e+06   3.27699e+06   0   0
7.535   351524   189384   4.64631e+06   3.27099e+06   0   0
7.545   331318   191647   4.77811e+06   3.34618e+06   0   0
7.555   299180   191632   5.08985e+06   3.48361e+06   0   0
7.565   271271   189320   5.39965e+06   3.56935e+06   0   0
7.575   250281   184705   5.67721e+06   3.58443e+06   0   0
7.585   236212   177790   5.92253e+06   3.52885e+06   0   0
7.595   229064   168572   6.1356e+06   3.40261e+06   0   0
7.605   228028   157646   6.30672e+06   3.21975e+06   0   0
7.615   228257   148573   6.37761e+06   3.06456e+06   0   0
7.625   228943   141945   6.33854e+06   2.95109e+06   0   0
7.635   230085   137763   6.18952e+06   2.87933e+06   0   0
7.645   231685   136028   5.93055e+06   2.84928e+06   0   0
7.655   233504   136527   5.58359e+06   2.85676e+06   0   0
7.665   234127   137998   5.28038e+06   2.87659e+06   0   0
7.675   233317   140230   5.04289e+06   2.9046e+06   0   0
7.685   231073   143222   4.87111e+06   2.94078e+06   0   0
7.695   227396   146976   4.76505e+06   2.98512e+06   0   0
7.705   222369   150743   4.72469e+06   3.03157e+06   0   0
7.715   216493   150036   4.75001e+06   3.04373e+06   0   0
7.725   209852   144107   4.84099e+06   3.01555e+06   0   0
7.735   202444   132958   4.99765e+06   2.94701e+06   0   0
7.745   194270   116587   5.21998e+06   2.83812e+06   0   0
7.755   185785   96746   5.48258e+06   2.70077e+06   0   0
7.765   179713   83943.7   5.63303e+06   2.60624e+06   0   0
7.775   176509   79931.6   5.64594e+06   2.56642e+06   0   0
7.785   176172   84709.6   5.5213e+06   2.58131e+06   0   0
7.795   178704   98277.7   5.25912e+06   2.65091e+06   0   0
7.805   183421   118464   4.88885e+06   2.76335e+06   0   0
7.815   186235   132237   4.58725e+06   2.84736e+06   0   0
7.825   186465   137426   4.38379e+06   2.89107e+06   0   0
7.835   184110   134030   4.27845e+06   2.89448e+06   0   0
7.845   179171   122049   4.27125e+06   2.8576e+06   0   0
7.855   172675   103543   4.35242e+06   2.78956e+06   0   0
7.865   170799   90874.5   4.46348e+06   2.74528e+06   0   0
7.875   174570   86103.2   4.59468e+06   2.73389e+06   0   0
7.885   183989   89229   4.74601e+06   2.7554e+06   0   0
7.895   199055   100252   4.91748e+06   2.80981e+06   0   0
7.905   217866   117385   5.10264e+06   2.88273e+06   0   0
7.915   229004   129901   5.26288e+06   2.88785e+06   0   0
7.925   230566   136014   5.39175e+06   2.81077e+06   0   0
7.935   222551   135723   5.48926e+06   2.65149e+06   0   0
7.945   204961   129028   5.5554e+06   2.41002e+06   0   0
7.955   180091   117030   5.5803e+06   2.11598e+06   0   0
7.965   161721   106339   5.50468e+06   1.94705e+06   0   0
7.975   152148   98056.6   5.31864e+06   1.93286e+06   0   0
7.985   151372   92181.9   5.02219e+06   2.07341e+06   0   0
7.995   159392   88715.1   4.61533e+06   2.36869e+06   0   0
8.005   174289   87530.3   4.13843e+06   2.77983e+06   0   0
8.015   184542   87871.1   3.83372e+06   3.07354e+06   0   0
8.025   188231   89611.5   3.74158e+06   3.21093e+06   0   0
8.035   185356   92751.5   3.86199e+06   3.19201e+06   0   0
8.045   175917   97291   4.19496e+06   3.01677e+06   0   0
8.055   161012   102522   4.68838e+06   2.71396e+06   0   0
8.065   147235   104199   5.02952e+06   2.45603e+06   0   0
8.075   135685   101612   5.16628e+06   2.27173e+06   0   0
8.085   126362   94763.1   5.09864e+06   2.16106e+06   0   0
8.095   119265   83651.2   4.82662e+06   2.12401e+06   0   0
8.105   114550   69595.7   4.40552e+06   2.14842e+06   0   0
8.115   113154   60511.6   4.16721e+06   2.16127e+06   0   0
8.125   115233   57718.3   4.167e+06   2.15039e+06   0   0
8.135   120786   61215.6   4.40488e+06   2.11578e+06   0   0
8.145   129814   71003.6   4.88087e+06   2.05744e+06   0   0
8.155   141197   85466.8   5.53138e+06   1.98443e+06   0   0
8.165   148215   94912.6   5.97501e+06   1.95112e+06   0   0
8.175   149750   97725.6   6.14816e+06   1.96658e+06   0   0
8.185   145800   93905.7   6.05086e+06   2.03079e+06   0   0
8.195   136366   83452.9   5.68309e+06   2.14377e+06   0   0
8.205   122906   68109.5   5.09362e+06   2.29085e+06   0   0
8.215   114171   58329.5   4.57505e+06   2.38403e+06   0   0
8.225   111617   55855   4.17613e+06   2.40864e+06   0   0
8.235   115246   60686.2   3.89687e+06   2.36469e+06   0   0
8.245   125057   72823   3.73726e+06   2.25217e+06   0   0
8.255   139735   90509   3.68789e+06   2.08514e+06   0   0
8.265   151385   103207   3.69219e+06   1.94788e+06   0   0
8.275   158691   109160   3.74075e+06   1.85445e+06   0   0
8.285   161653   108368   3.83357e+06   1.80484e+06   0   0
8.295   160272   100832   3.97063e+06   1.79905e+06   0   0
8.305   155180   87762.6   4.13965e+06   1.83122e+06   0   0
8.315   150171   76433.9   4.26679e+06   1.86608e+06   0   0
8.325   145878   68057.5   4.33973e+06   1.89778e+06   0   0
8.335   142302   62633.5   4.35849e+06   1.9263e+06   0   0
8.345   139442   60161.9   4.32306e+06   1.95165e+06   0   0
8.355   137241   60387.7   4.24224e+06   1.97397e+06   0   0
8.365   135362   61780.8   4.16882e+06   1.99408e+06   0   0
8.375   133746   64086.4   4.1116e+06   2.0121e+06   0   0
8.385   132395   67304.3   4.07057e+06   2.02805e+06   0   0
8.395   131308   71434.7   4.04575e+06   2.04191e+06   0   0
8.405   130548   76236.9   4.03432e+06   2.05146e+06   0   0
8.415   130499   80267.8   4.01949e+06   2.04328e+06   0   0
8.425   131223   83286.9   3.99845e+06   2.01512e+06   0   0
8.435   132721   85294.3   3.97122e+06   1.967e+06   0   0
8.445   134993   86289.8   3.93778e+06   1.89891e+06   0   0
8.455   138118   86581.6   3.8988e+06   1.81591e+06   0   0
8.465   142584   88018.6   3.85827e+06   1.74842e+06   0   0
8.475   148470   90908.9   3.81686e+06   1.70148e+06   0   0
8.485   155776   95252.4   3.77457e+06   1.67511e+06   0   0
8.495   164503   101049   3.73139e+06   1.66931e+06   0   0
8.505   173725   107598   3.68921e+06   1.67935e+06   0   0
8.515   177888   110689   3.65939e+06   1.67697e+06   0   0
8.525   176067   109621   3.64381e+06   1.65745e+06   0   0
8.535   168261   104393   3.64248e+06   1.6208e+06   0   0
8.545   154470   95006.8   3.65538e+06   1.56701e+06   0   0
8.555   136011   82325   3.67788e+06   1.50132e+06   0   0
8.565   120776   71531.2   3.68212e+06   1.45512e+06   0   0
8.575   110081   63489.3   3.66346e+06   1.43366e+06   0   0
8.585   103925   58199.3   3.62188e+06   1.43693e+06   0   0
8.595   102309   55661.3   3.5574e+06   1.46493e+06   0   0
8.605   104686   55480.9   3.47681e+06   1.51039e+06   0   0
8.615   107778   55292.5   3.42097e+06   1.52966e+06   0   0
8.625   111038   54701.9   3.39668e+06   1.51547e+06   0   0
8.635   114465   53709.1   3.40395e+06   1.46782e+06   0   0
8.645   118060   52314   3.44276e+06   1.38671e+06   0   0
8.655   121601   50716.3   3.50451e+06   1.2805e+06   0   0
8.665   123759   50113   3.53757e+06   1.19941e+06   0   0
8.675   124314   50703.7   3.53332e+06   1.1518e+06   0   0
8.685   123265   52488.4   3.49176e+06   1.13766e+06   0   0
8.695   120611   55467   3.4129e+06   1.15701e+06   0   0
8.705   116797   59487.4   3.30332e+06   1.20473e+06   0   0
8.715   114479   63635.9   3.20265e+06   1.25018e+06   0   0
8.725   114100   67760.1   3.11747e+06   1.28827e+06   0   0
8.735   115660   71860.1   3.0478e+06   1.31898e+06   0   0
8.745   119160   75935.9   2.99362e+06   1.34233e+06   0   0
8.755   123912   79522.4   2.9593e+06   1.35845e+06   0   0
8.765   125797   79829.3   2.97101e+06   1.36828e+06   0   0
8.775   124128   76391.5   3.03312e+06   1.37196e+06   0   0
8.785   118906   69208.9   3.14562e+06   1.3695e+06   0   0
8.795   110129   58281.7   3.30851e+06   1.36089e+06   0   0
8.805   98693.8   44792.4   3.50264e+06   1.34629e+06   0   0
8.815   89964   35837.7   3.61304e+06   1.32664e+06   0   0
8.825   84834.5   32600.1   3.62054e+06   1.30211e+06   0   0
8.835   83305.3   35079.7   3.52515e+06   1.27269e+06   0   0
8.845   85376.2   43276.4   3.32687e+06   1.23838e+06   0   0
8.855   90197.8   55763.1   3.05035e+06   1.20318e+06   0   0
8.865   92672.1   63976   2.84355e+06   1.19098e+06   0   0
8.875   91949.5   66487.7   2.73112e+06   1.2058e+06   0   0
8.885   88030.1   63298.3   2.71307e+06   1.24761e+06   0   0
8.895   80913.7   54407.8   2.7894e+06   1.31642e+06   0   0
8.905   71749.9   41209.9   2.94095e+06   1.40432e+06   0   0
8.915   67435.3   32066.5   3.05281e+06   1.46377e+06   0   0
8.925   69119.2   28371.3   3.10585e+06   1.48685e+06   0   0
8.935   76801.7   30124.2   3.10005e+06   1.47355e+06   0   0
8.945   90482.8   37325.4   3.03541e+06   1.42389e+06   0   0
8.955   108337   48646.5   2.92413e+06   1.34355e+06   0   0
8.965   119409   56118.1   2.83931e+06   1.26672e+06   0   0
8.975   121875   58412   2.79314e+06   1.19911e+06   0   0
8.985   115733   55528.1   2.78561e+06   1.14071e+06   0   0
8.995   100984   47466.6   2.81673e+06   1.09152e+06   0   0
9.005   79565.8   35475.8   2.8784e+06   1.05178e+06   0   0
9.015   63111   27046.8   2.92196e+06   1.02286e+06   0   0
9.025   53557.6   23428   2.93933e+06   1.00499e+06   0   0
9.035   50905.8   24619.5   2.9305e+06   998173   0   0
9.045   55155.5   30621.2   2.89546e+06   1.00241e+06   0   0
9.055   65297.7   40568.5   2.83884e+06   1.01573e+06   0   0
9.065   75279.4   49273.3   2.78828e+06   1.02623e+06   0   0
9.075   84091.7   55871   2.74839e+06   1.03194e+06   0   0
9.085   91734.6   60361.4   2.71918e+06   1.03285e+06   0   0
9.095   98208   62744.7   2.70064e+06   1.02897e+06   0   0
9.105   103139   63023.9   2.69353e+06   1.02132e+06   0   0
9.115   104291   61217.3   2.70233e+06   1.01602e+06   0   0
9.125   101292   57328.1   2.72781e+06   1.01407e+06   0   0
9.135   94141.1   51356.1   2.76995e+06   1.01549e+06   0   0
9.145   82838.5   43301.6   2.82877e+06   1.02027e+06   0   0
9.155   68665.7   33926.8   2.89793e+06   1.02631e+06   0   0
9.165   59312   27806.7   2.93957e+06   1.02096e+06   0   0
9.175   56059   25703.8   2.94736e+06   1.00213e+06   0   0
9.185   58906.7   27618   2.9213e+06   969796   0   0
9.195   67855   33549.5   2.8614e+06   923974   0   0
9.205   81802.6   42825.9   2.77403e+06   871473   0   0
9.215   94141   51414.4   2.69742e+06   853165   0   0
9.225   103769   58642.8   2.63796e+06   875863   0   0
9.235   110686   64511.1   2.59563e+06   939567   0   0
9.245   114892   69019.3   2.57045e+06   1.04428e+06   0   0
9.255   116300   71969.6   2.56622e+06   1.1773e+06   0   0
9.265   114380   72174.8   2.60591e+06   1.26248e+06   0   0
9.275   109044   69437   2.69332e+06   1.28714e+06   0   0
9.285   100292   63756.3   2.82847e+06   1.25126e+06   0   0
9.295   88124.5   55132.6   3.01135e+06   1.15485e+06   0   0
9.305   73828.4   44612.9   3.21921e+06   1.01186e+06   0   0
9.315   65129.6   38479.3   3.31559e+06   906040   0   0
9.325   63315.9   37778.9   3.27774e+06   851344   0   0
9.335   68387.1   42511.6   3.10567e+06   847771   0   0
9.345   80343.4   52677.4   2.79937e+06   895322   0   0
9.355   97354.8   66810.8   2.40012e+06   981721   0   0
9.365   108442   76118.9   2.15557e+06   1.03331e+06   0   0
9.375   111774   79136   2.10699e+06   1.03782e+06   0   0
9.385   107352   75862.2   2.25439e+06   995241   0   0
9.395   95174.9   66297.5   2.59776e+06   905580   0   0
9.405   77086.5   51801.4   3.08923e+06   780708   0   0
9.415   64143.3   40531.1   3.44153e+06   691863   0   0
9.425   58188.1   33846.2   3.6068e+06   650918   0   0
9.435   59221   31746.7   3.58502e+06   657872   0   0
9.445   67241.9   34232.5   3.37619e+06   712727   0   0
9.455   80494.9   40332.6   3.01391e+06   805286   0   0
9.465   88443.8   44220.8   2.69967e+06   874383   0   0
9.475   89332.6   44926   2.46705e+06   909821   0   0
9.485   83161.4   42448.3   2.31605e+06   911601   0   0
9.495   69930.1   36787.7   2.24668e+06   879723   0   0
9.505   51324.5   28650.7   2.24827e+06   819842   0   0
9.515   37459.2   22276.7   2.25692e+06   765887   0   0
9.525   30020.1   18372.4   2.26197e+06   723514   0   0
9.535   29007.1   16937.8   2.26342e+06   692722   0   0
9.545   34420.1   17972.9   2.26128e+06   673511   0   0
9.555   44844.7   20975.9   2.259e+06   665454   0   0
9.565   51792.5   22937.3   2.27739e+06   665983   0   0
9.575   53849.1   23355.3   2.31992e+06   674670   0   0
9.585   51014.3   22229.9   2.38659e+06   691516   0   0
9.595   43288.2   19561.2   2.47739e+06   716520   0   0
9.605   31860.4   15684.7   2.58537e+06   746739   0   0
9.615   23868.4   12613.4   2.66872e+06   764511   0   0
9.625   20501.8   10682.9   2.72046e+06   766891   0   0
9.635   21760.6   9893.21   2.74061e+06   753880   0   0
9.645   27644.8   10244.3   2.72915e+06   725478   0   0
9.655   37342.9   11717.4   2.69038e+06   685891   0   0
9.665   45985.5   14199.7   2.64998e+06   660360   0   0
9.675   52761.2   17672.6   2.61225e+06   653091   0   0
9.685   57669.8   22135.9   2.57717e+06   664084   0   0
9.695   60711.4   27589.7   2.54475e+06   693340   0   0
9.705   62021.9   33653.8   2.51306e+06   736590   0   0
9.715   62416.7   38046.8   2.47051e+06   768226   0   0
9.725   62031.7   40388.6   2.41518e+06   783979   0   0
9.735   60866.9   40679.2   2.34707e+06   783850   0   0
9.745   58922.4   38918.4   2.26617e+06   767838   0   0
9.755   56302.6   35448.1   2.17838e+06   738219   0   0
9.765   53635.1   32318   2.11902e+06   708648   0   0
9.775   51024.6   29869.7   2.09398e+06   681402   0   0
9.785   48471   28103.4   2.10327e+06   656479   0   0
9.795   45974.4   27018.9   2.14688e+06   633880   0   0
9.805   43515.7   26365.7   2.21796e+06   614534   0   0
9.815   40981.4   24640.1   2.27543e+06   604019   0   0
9.825   38352.4   21591.3   2.31245e+06   603264   0   0
9.835   35628.8   17219.4   2.32901e+06   612269   0   0
9.845   32810.6   11524.5   2.32511e+06   631033   0   0
9.855   30110.1   5001.07   2.3036e+06   657213   0   0
9.865   28801.9   617.033   2.28153e+06   676743   0   0
9.875   29098.3   0   2.26175e+06   687278   0   0
9.885   30999.4   0   2.24424e+06   688817   0   0
9.895   34505.2   3268.9   2.22901e+06   681362   0   0
9.905   39615.6   9420.86   2.21607e+06   664911   0   0
9.915   46330.6   18206.8   2.2054e+06   639466   0   0
9.925   54650.3   29626.8   2.19702e+06   605025   0   0
9.935   64574.7   43680.7   2.19092e+06   561590   0   0
9.945   76103.7   60368.7   2.1871e+06   509159   0   0
9.955   89237.3   79690.6   2.18557e+06   447734   0   0
9.965   103976   101647   2.18631e+06   377313   0   0
9.975   120319   126237   2.18934e+06   297898   0   0
9.985   138266   153460   2.19464e+06   209487   0   0
